smiles,adrb1,adrb2,aa2ar,drd3,cxcr4
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4cc(ccc4=[NH+]3)Cl)CCN2C(=O)Nc5ccccc5,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4cc(ccc4=[NH+]3)OC)CCN2C(=O)NC5CCCC5,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4cc(ccc4=[NH+]3)OC)CCN2C(=O)Nc5cc(cc(c5)C)C,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4cc(ccc4=[NH+]3)OC)CCN2C(=O)Nc5cc(ccc5C)Cl,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4cc(ccc4=[NH+]3)OC)CCN2C(=O)Nc5cccc(c5)F,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)CCN2C(=O)Cc5cccs5,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)CCN2C(=O)NC5CCCCC5,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)CCN2C(=O)Nc5ccc(c(c5)C)C,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)CCN2C(=O)Nc5ccc(cc5)C,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)CCN2C(=O)Nc5cccc(c5)SC,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)CCN2C(=O)Nc5cccc(c5C)Cl,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)CCN2C(=O)c5cc(c(c(c5)OC)OC)OC,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)CCN2C(=O)c5ccnn5C,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)CCN2S(=O)(=O)c5ccc(cc5)C,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)CCN2S(=O)(=O)c5ccccc5,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)C[C@@H]5N2C(=O)CN(C5=O)CCC(C)C,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)C[C@@H]5N2C(=O)CN(C5=O)CCC6=CCCCC6,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)C[C@@H]5N2C(=O)N(C5=O)c6cc(ccc6Cl)C(F)(F)F,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)C[C@@H]5N2C(=O)N(C5=O)c6ccc(cc6)C(=O)NCCC(C)C,0.0,,,,
Cc1ccc(cc1)[C@H]2[C@H]3C(=c4ccccc4=[NH+]3)C[C@@H]5N2C(=S)N(C5=O)C,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3[C@@H](N[C@@H]([C@H](C3=O)[C@H]([NH2+]2)c4ccc(cc4)C)c5ccc(cc5)C)c6ccc(cc6)C,,,,0.0,
Cc1ccc(cc1)[C@H]2[C@H]3[C@H](Oc4ccccc4C3=Nc5n2nc(n5)SC)c6cccc(c6)C,,,,0.0,
Cc1ccc(cc1)[C@H]2[NH+]=NC(=S)N2/N=C/c3c(cccc3Cl)F,,,,0.0,
Cc1ccc(cc1)[C@H]2[NH+]=NC(=S)N2/N=C/c3ccc(cc3)C(C)C,,,,0.0,
Cc1ccc(cc1)[C@H]2[NH+]=NC(=S)N2/N=C/c3ccccc3Cl,,,,0.0,
Cc1ccc(cc1)[C@H]2[NH2+][C@@H](CC(=N2)c3ccc(cc3)Br)c4ccccc4O,,,,0.0,
Cc1ccc(cc1)[C@H]2[NH2+][C@H](CC(=N2)c3ccc4c(c3)OCO4)c5ccccc5O,,,,0.0,
Cc1ccc(cc1)[C@H]2c3c(=O)c4cc(cc(c4oc3C(=O)N2c5nc6ccc(cc6s5)Cl)C)C,,,,0.0,
Cc1ccc(cc1)[C@H]2c3c(c4ccccc4[nH]3)C[C@@H](N2)C(=O)OC,,,0.0,,
Cc1ccc(cc1)[C@H]2c3c(n[nH]c3C(=O)N2CCCO)c4cc(c(cc4O)C)Cl,,0.0,,,
Cc1ccc(cc1)[C@H]2c3c(n[nH]c3NC(=O)[C@H](S2)C)C,,,0.0,,
Cc1ccc(cc1)[C@H]2c3c(nc(nc3NC4=C2C(=O)CC(C4)(C)C)SC)N,,,0.0,,
Cc1ccc(cc1)[C@H]2c3cc(ccc3CCN2C(=O)C4CCCC4)OCC(=O)NCC[NH+](C)C,,,,0.0,
Cc1ccc(cc1)[C@H]2c3cc(ccc3CCN2C(=O)C4CCCC4)OCc5nc(co5)C(=O)NCC[NH+](C)C,0.0,,,,
Cc1ccc(cc1)[C@H]2c3cc(ccc3CCN2C(=O)CC(C)C)OCc4ccc(o4)C(=O)NCC[NH+](C)C,,0.0,,,
Cc1ccc(cc1)[C@H]2c3cc(ccc3CCN2C(=O)CC(C)C)OCc4ccc(o4)C(=O)[O-],,,0.0,,
Cc1ccc(cc1)[C@H]2c3ccc(cc3OC(=C2C#N)N)OC(=O)COc4ccc(cc4)Br,,,,0.0,
Cc1ccc(cc1)[C@H]2c3ccccc3[C@@H]([NH2+]2)c4ccc(cc4)C,,,,0.0,
Cc1ccc(cc1)[C@H]2c3cccn3CCC[NH+]2Cc4ccc(c(c4)Cl)F,,,,0.0,
Cc1ccc(cc1)[C@H]2c3cccn3CCC[NH+]2Cc4ccoc4,,,,0.0,
Cc1ccc(cc1)[C@H]2c3cccn3CC[NH+]2CC(=O)NCc4ccco4,,,,0.0,
Cc1ccc(cc1)[C@H]2c3cccn3CC[NH+]2Cc4ccc(o4)C(=O)N5CCC6(CC5)OCCO6,0.0,,,,
Cc1ccc(cc1)[C@H]2c3cccn3CC[NH+]2Cc4ccc(o4)C(=O)NCc5cccc(c5)C(F)(F)F,,,,0.0,
Cc1ccc(cc1)[C@H]2c3cccn3CC[NH+]2Cc4ccc(o4)C(=O)Nc5ccc(cc5)C,,,,0.0,
Cc1ccc(cc1)[C@H]2c3ccsc3CC[NH+]2CC(=O)N4CCN([C@@H](C4)C)C(=O)C(C)(C)C,,,,0.0,
Cc1ccc(cc1)[C@H]2c3ccsc3CC[NH+]2CC(=O)N4CCN([C@@H](C4)C)C(=O)C5CCCCC5,,,,0.0,
Cc1ccc(cc1)[C@H]2c3ccsc3CC[NH+]2CC(=O)N4CCN([C@@H](C4)C)C(=O)NC(C)(C)C,,,,0.0,
Cc1ccc(cc1)[C@H]2c3ccsc3CC[NH+]2CCC(=O)N4CCN([C@@H](C4)C)C(=O)COC,,,,0.0,
Cc1ccc(cc1)[C@H]2c3ccsc3CC[NH+]2CCC(=O)N4CCN([C@@H](C4)C)C(=O)c5ccco5,,,,0.0,
Cc1ccc(cc1)[C@](C2CCCCC2)([C@@H](C[NH+]3CCCC3)Oc4ccc(cc4Cl)Cl)O,,,,0.0,
Cc1ccc(cc1)[C@](C2CCCCC2)([C@H](C[NH+]3CCCCCC3)Oc4ccc(cc4C)Cl)O,,,,0.0,
Cc1ccc(cc1)[C@](CC(C)C)([C@@H](C[NH+]2CCCC2)Oc3ccc(cc3C)Cl)O,,,,0.0,
Cc1ccc(cc1)[C@](CC(C)C)([C@H](C[NH+]2CCCC2)Oc3ccc(cc3C)Cl)O,,,,0.0,
Cc1ccc(cc1)[C@]([C@H](C[NH+]2CCCC2)Oc3ccc(cc3Cl)Cl)(C(C)C)O,,,,0.0,
Cc1ccc(cc1)[C@](c2ccccc2)([C@@H](C[NH+]3CCCC3)Oc4ccc(cc4C)Cl)O,,,,0.0,
Cc1ccc(cc1)[C@](c2ccccc2)([C@H](C[NH+]3CCCC3)Oc4ccc(cc4C)Cl)O,,,,0.0,
Cc1ccc(cc1)[C@]2(C(=O)N(C(=O)N2)CC(=O)N3CCCCCC3)C,,,0.0,,
Cc1ccc(cc1)[C@]2(C(=O)N(C(=O)N2)CC(=O)N3CCCC[C@H]3C[NH+](C)C)C,,,0.0,,
Cc1ccc(cc1)[C@]2(C(=O)N(C(=O)N2)CC(=O)N3c4ccccc4NC(=O)C[C@H]3C)C,,,0.0,,
Cc1ccc(cc1)[C@]2(C(=O)N(C(=O)N2)CC(=O)NCCC[NH+](C)Cc3ccccc3)C,,0.0,,,
Cc1ccc(cc1)[C@]2(C(=O)N(C(=O)N2)CC(=O)NCc3ccc(cc3)C[NH+](C)C)C,,,,0.0,
Cc1ccc(cc1)[C@]2(C(=O)N(C(=O)N2)CC(=O)Nc3c(c(c(s3)C)C)C(=O)OC)C,,,0.0,,
Cc1ccc(cc1)[C@]2(C(=O)N(C(=O)N2)CC(=O)Nc3c(c4c(s3)C[C@H](CC4)C)C(=O)OC)C,,,0.0,,
Cc1ccc(cc1)[C@]2(C(=O)N(C(=O)N2)CC(=O)Nc3cc4cnn(c4nc3)C(C)C)C,,,0.0,,
Cc1ccc(cc1)[C@]2(CCO[C@H](C2)C(C)C)CC[NH2+]Cc3ccc(cc3)N(C)C,,,,0.0,
Cc1ccc(cc1)[C@]2(N=C(C(=C3N2C=CC=C3)C#N)Cl)C(F)(F)F,,,,0.0,
Cc1ccc(cc1)[C@]2([C@@H]([C@@H](NC(=O)N2)c3ccc(cc3)O)C(=O)C(F)(F)F)O,0.0,,,,
Cc1ccc(cc1)[N+]2=C(CC(N=C2SCC(=O)Nc3ccc(cc3)[N+](=O)[O-])(C)C)C,,,,0.0,
Cc1ccc(cc1)[N-]S(=O)(=O)C[C@H](C)C(=O)NCCC[NH+](C)C,0.0,,,,
Cc1ccc(cc1)[S@@](=O)ONc2nc(cs2)CSc3nc4cc(ccc4s3)[N+](=O)[O-],,,0.0,,
Cc1ccc(cc1)[n+]2c(c(cc3c2nc4ccc(cn4c3=O)C)C(=O)NC[C@@H]5CCCO5)N,,,0.0,,
Cc1ccc(cc1)[n+]2c(csc2NC(C)(C)C)c3ccccc3,,,,0.0,
Cc1ccc(cc1)c2[nH+]c(c(c(n2)N3CCN(CC3)C(=O)NC45CC6CC(C4)CC(C6)C5)C(C)C)C,,,,0.0,
Cc1ccc(cc1)c2[nH+]c(c(c(n2)N3CCN(CC3)C(=O)c4ccc(cc4)C(F)(F)F)C(C)C)C,,,,0.0,
Cc1ccc(cc1)c2[nH]c(=O)c(c([nH+]2)[O-])C3CCCC3,,,0.0,,
Cc1ccc(cc1)c2[nH]c(c(n2)c3ccc(cc3)Cl)SCC(=O)NC[C@H]4CCCO4,,,,0.0,
Cc1ccc(cc1)c2c([n+](c(o2)c3ccccc3O)[O-])C,,,,0.0,
Cc1ccc(cc1)c2c(c(nc3c2c(c(s3)C(=O)N4CCCC4)N)N)C#N,0.0,,,,
Cc1ccc(cc1)c2c(c(nc3c2sc(c3C(=O)NCCc4ccccc4)Nc5cccc(c5)C)N)C#N,0.0,,,,
Cc1ccc(cc1)c2c(c3ccccc3[nH]2)[C@H]4c5ccccc5C(=O)N4CC(=O)N6CC[NH+](CC6)C,,,,0.0,
Cc1ccc(cc1)c2c(c3n(n2)[C@H](CC(=O)N3)C(=O)Nc4ccccc4C(=O)OC)C,,,0.0,,
Cc1ccc(cc1)c2c(cn(n2)Cc3ccccc3)C(=O)N(CC(=O)N)C(C)C,0.0,,,,
Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)/C=C/C(=O)N(C)C4CC[NH+](CC4)C,,,,0.0,
Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)/C=C\4/C(=C(C(=O)N(C4=O)CCOC(=O)C)C#N)C,,,,0.0,
Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)N[C@@H](C)COC,,,,,0.0
Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)N[C@H](C)c4ccncc4,,,,0.0,
Cc1ccc(cc1)c2c(n(c3c2CCCC3=O)CC(=O)NCC4CC[NH+](CC4)Cc5ccsc5)C,,0.0,,,
Cc1ccc(cc1)c2c(n(c[nH+]2)C3CCCC3)c4ccc(o4)C(=O)NCc5ccc(cc5)F,,,,0.0,
Cc1ccc(cc1)c2c(n(c[nH+]2)C3CCCC3)c4ccc(o4)C(=O)NCc5ccc(o5)C,,,,0.0,
Cc1ccc(cc1)c2c(n(c[nH+]2)C3CCCC3)c4ccc(o4)C(=O)NCc5cccc(c5)F,,,,0.0,
Cc1ccc(cc1)c2c(n(c[nH+]2)C3CCCC3)c4ccc(o4)C(=O)NCc5ccccc5F,,,,0.0,
Cc1ccc(cc1)c2c(n(c[nH+]2)C3CCCC3)c4ccc(o4)C(=O)N[C@@H]5CCCc6c5cccc6,,,,0.0,
Cc1ccc(cc1)c2c(n(c[nH+]2)C3CCCCC3)c4ccc(o4)C(=O)NCc5ccc(cc5)N(C)C,,,,0.0,
Cc1ccc(cc1)c2c(n(c[nH+]2)C3CCCCC3)c4ccc(o4)C(=O)NCc5cccs5,,,,0.0,
Cc1ccc(cc1)c2c(n3c([nH+]2)CCCC3)c4ccccc4,,,,0.0,
Cc1ccc(cc1)c2c(n3c(n2)cccc3Br)CC[NH3+],,,,0.0,
Cc1ccc(cc1)c2c(n3c(n2)sc(n3)N(C)CC(=O)NCCC[NH+]4CCCC[C@@H]4C)NC(C)(C)C,0.0,,,,
Cc1ccc(cc1)c2c(n3c(n2)sc(n3)N(C)CC(=O)NCC[C@H](C)[NH+]4CCCC4)NC(C)(C)C,0.0,,,,
Cc1ccc(cc1)c2c(n3c4c(sc3n2)CCCC4)C=O,,,0.0,,
Cc1ccc(cc1)c2c(n3c4ccc(cc4sc3n2)C)NCCCOC,,,0.0,,
Cc1ccc(cc1)c2c(n3cc(ccc3n2)N)CN(CC=C)CC=C,0.0,,,,
Cc1ccc(cc1)c2c(n3ccccc3[nH+]2)CCC(=O)Nc4ccc(c(c4)C)Br,,,,0.0,
Cc1ccc(cc1)c2c(n3ccccc3[nH+]2)CCC(=O)Nc4ccc(c(c4)Cl)OC,,,,0.0,
Cc1ccc(cc1)c2c(nc([nH]2)SCC(=O)C3=C(N([C@@H](C3)C)C[C@@H]4CCCO4)C)c5ccc(cc5)C,,,,0.0,
Cc1ccc(cc1)c2c(nc([nH]2)SCC(=O)NCCc3ccc(cc3)S(=O)(=O)N)c4ccc(cc4)C,0.0,,,,
Cc1ccc(cc1)c2c(nc([nH]2)SCCCC(=O)c3ccc(cc3)F)c4ccc(cc4)C,0.0,,,,
Cc1ccc(cc1)c2c(nc([nH]2)S[C@@H](c3ccccc3)C(=O)C4=c5ccccc5=[NH+]C4)c6ccc(cc6)C,,,,0.0,
Cc1ccc(cc1)c2c(nc([nH]2)S[C@H](c3ccccc3)C(=O)C4=c5ccccc5=[NH+]C4)c6ccc(cc6)C,,0.0,,,
Cc1ccc(cc1)c2c(nc([nH]2)c3ccc(cc3)Cl)SCC(=O)NCc4ccco4,,,,0.0,
Cc1ccc(cc1)c2c(nc(s2)c3ccccc3)CC(=O)NC[C@@H](c4ccco4)[NH+]5CCCCC5,,,,0.0,
Cc1ccc(cc1)c2c(nc3c(n2)c(nnc3N)N)c4ccc(cc4)C,,0.0,,,
Cc1ccc(cc1)c2c(nn3c2ncc(c3C)C(=O)C)C,,,,0.0,
Cc1ccc(cc1)c2c(nnn2c3cccc(c3)F)C[NH3+],,0.0,,,
Cc1ccc(cc1)c2c(nnn2c3nnc(s3)COC)CO,,,0.0,,
Cc1ccc(cc1)c2c(noc2N)c3c(ccs3)C,,,0.0,,
Cc1ccc(cc1)c2c(s/c(=[NH+]\c3ccc(cc3)C)/n2c4ccc(cc4)C)NC(=O)C,,,,0.0,
Cc1ccc(cc1)c2c(s/c(=[NH+]\c3ccccc3)/n2Cc4ccccc4)NC(=O)C,,,,0.0,
Cc1ccc(cc1)c2c(sc([n+]2CCc3ccc(cc3)OC)Nc4ccccc4)NC(=O)c5ccccc5,,,,0.0,
Cc1ccc(cc1)c2c(sc([n+]2C[C@@H]3CCCO3)Nc4ccccc4)NC(=O)c5ccccc5,,,,0.0,
Cc1ccc(cc1)c2c(sc(c2C#N)NC(=O)[C@H]3CCCO3)C,,,,0.0,
Cc1ccc(cc1)c2c(sc(c2C(=O)OC)NC(=O)C[NH3+])C,,,,,0.0
Cc1ccc(cc1)c2c(sc(n2)/C(=C/C3=Cc4ccccc4O[C@H]3C)/C#N)NC(=O)C,,,,0.0,
Cc1ccc(cc1)c2c(sc(n2)C)CC(=O)NCc3cc[nH+]c(c3)N4CCCC4,,,,0.0,
Cc1ccc(cc1)c2c(sc(n2)C)CC(=O)Nc3cccc4c3nccc4,,,,0.0,
Cc1ccc(cc1)c2c(sc(n2)N)CC[NH3+],0.0,,,,
Cc1ccc(cc1)c2c(sc(n2)N3C[C@H](CC3=O)C(=O)OCC(=O)c4cccc(c4)Cl)C,,,,0.0,
Cc1ccc(cc1)c2c(sc(n2)NC(=O)Cn3c(csc3=O)C)c4ccc(cc4)C,,,,0.0,
Cc1ccc(cc1)c2c(sc(n2)c3cccnc3)CC(=O)Nc4ccc(cc4)NC(=O)C,,,,0.0,
Cc1ccc(cc1)c2c(sc3c2c(=O)[nH]c(n3)CSc4ncn(n4)c5ccccc5)C,,,,0.0,
Cc1ccc(cc1)c2c(sc3c2c(=O)[nH]c(n3)C[NH+](C)CC(=O)Nc4ccc(cc4)OC)C,,,,0.0,
Cc1ccc(cc1)c2c(sc3c2c(=O)[nH]c(n3)C[NH+](C)CC(=O)Nc4cccc(c4C)C)C,0.0,,,,
Cc1ccc(cc1)c2c(sc3c2c(=O)[nH]c(n3)C[NH+](C)Cc4ccc(c(c4)F)OC)C,,,,0.0,
Cc1ccc(cc1)c2c(sc3c2c(=O)[nH]c(n3)C[NH+](C)Cc4ccc(o4)C)C,,,,0.0,
Cc1ccc(cc1)c2c(sc3c2c(=O)[nH]c(n3)C[NH+]4CCC[C@@H](C4)C(F)(F)F)C,,,,0.0,
Cc1ccc(cc1)c2c(sc3c2c(=O)[nH]c(n3)C[NH2+][C@@H](C)c4ccccc4Cl)C,,,,0.0,
Cc1ccc(cc1)c2c(sc3n2c(c(n3)C(C)C)CC[NH3+])C,,0.0,,,
Cc1ccc(cc1)c2c/c(=[NH+]\Nc3c4ccccc4ncn3)/c5cc(c(cc5o2)C)Cl,,,,0.0,
Cc1ccc(cc1)c2c3c(c(ncn3)NCc4ccc(cc4)SC)on2,,,,0.0,
Cc1ccc(cc1)c2c3c(cc(n2)C(=O)NCCC4=c5ccccc5=[NH+]C4)[C@@H]6C=CC=CC6=N3,,,,0.0,
Cc1ccc(cc1)c2c3c(cc(n2)C(=O)NCCC4=c5ccccc5=[NH+]C4)[C@H]6C=CC=CC6=N3,,,,0.0,
Cc1ccc(cc1)c2c3c(cn2c4ccc(cc4)O)n(c(=O)n(c3=O)C)C,,,,0.0,
Cc1ccc(cc1)c2c3c(n(n2)C)C(=O)N([C@H]3c4ccccc4)CCC[NH+](C)C,,,,0.0,
Cc1ccc(cc1)c2c3c(n[nH]2)C(=O)N([C@@H]3c4ccc(c(c4)Cl)Cl)CCCn5cc[nH+]c5,,0.0,,,
Cc1ccc(cc1)c2c3c(n[nH]2)C(=O)N([C@H]3c4cccc(c4)Br)CCCn5cc[nH+]c5,,0.0,,,
Cc1ccc(cc1)c2c3c(n[nH]2)OC(=C([C@H]3c4cccc(c4OC(=O)N5CCOCC5)OC)C#N)N,,,0.0,,
Cc1ccc(cc1)c2c3ccccc3c(=O)n(n2)C[NH+](C)Cc4ccc(cc4)Br,,,,0.0,
Cc1ccc(cc1)c2c3ccccc3c(=O)n(n2)C[NH+](C)Cc4ccc(cc4)N(C)C,,,,0.0,
Cc1ccc(cc1)c2c3ccccc3c([nH+]n2)N4CCCCCC4,,,,0.0,
Cc1ccc(cc1)c2c3ccccc3c([nH+]n2)N4C[C@@H](O[C@H](C4)C)C,,,,0.0,
Cc1ccc(cc1)c2c3ccccc3c([nH+]n2)NC[C@H](c4ccc(cc4)OC)c5c[nH]c6c5cccc6,,,,0.0,
Cc1ccc(cc1)c2c[n+](c3n2CCC3)CC(=O)c4ccc5c(c4)CCCC5,,,,0.0,
Cc1ccc(cc1)c2c[nH+]c(n2C)NCc3cc(c(c(c3)Br)O)OC,,,,0.0,
Cc1ccc(cc1)c2cc(=[NH+]Nc3nc4ccccc4s3)c5c(cc(cc5o2)C)C,,,,0.0,
Cc1ccc(cc1)c2cc([nH]n2)c3nnc(n3N)SCC(=O)Nc4cc(ccc4Cl)C(F)(F)F,0.0,,,,
Cc1ccc(cc1)c2cc([nH]n2)c3nnc(n3N)SCC(=O)c4ccc(c(c4)OC)OC,,,0.0,,
Cc1ccc(cc1)c2cc(c(c(n2)SCC(=O)Nc3cc(ccc3C)C)C#N)C(F)(F)F,,,,0.0,
Cc1ccc(cc1)c2cc(c(c(n2)SCC(=O)Nc3ccccc3F)C#N)C(F)(F)F,,,,0.0,
Cc1ccc(cc1)c2cc(c(c(n2)S[C@H](C)C(=O)Nc3c(cccc3C)C)C#N)c4ccc(cc4)OC,,,,0.0,
Cc1ccc(cc1)c2cc(c(n2CCCCc3ccccc3)C)C(=O)N,,0.0,,,
Cc1ccc(cc1)c2cc(c3c(nn(c3n2)[C@@H]4CCS(=O)(=O)C4)C)C(=O)N5CCC[C@H](C5)C,,,,0.0,
Cc1ccc(cc1)c2cc(c3cc(ccc3[nH+]2)NC(=O)NCc4ccc(cc4)F)OCC(=O)OC,,,,0.0,
Cc1ccc(cc1)c2cc(c3cc(ccc3[nH+]2)NC(=O)Nc4cc(ccc4OC)OC)OC,,,,0.0,
Cc1ccc(cc1)c2cc(c3cc(ccc3[nH+]2)NC(=O)Nc4ccc5c(c4)OCCO5)OC,,,,0.0,
Cc1ccc(cc1)c2cc(c3cc(ccc3[nH+]2)NC(=O)Nc4ccccc4F)N5CCOCC5,,,,0.0,
Cc1ccc(cc1)c2cc(c3cc(ccc3[nH+]2)NC(=O)c4ccccc4C)N5CCOCC5,,,,0.0,
Cc1ccc(cc1)c2cc(c3cc(ccc3[o+]2)C)N4CC[NH+](CC4)C,,,,,0.0
Cc1ccc(cc1)c2cc(n(n2)[C@@H]3CCS(=O)(=O)C3)NC(=O)c4cc(no4)c5ccc(c(c5)C)C,,,0.0,,
Cc1ccc(cc1)c2cc(n(n2)c3ccc(cc3)S(=O)(=O)N)C(=O)[O-],,0.0,,,
Cc1ccc(cc1)c2cc(n(n2)c3ccccc3)NC(=O)COC(=O)c4cc(ccc4NCCO)[N+](=O)[O-],,,0.0,,
Cc1ccc(cc1)c2cc(n3c(n2)c(cn3)C(=O)OC(C)C)C(F)(F)F,,,,0.0,
Cc1ccc(cc1)c2cc(nc(n2)NCCC[NH3+])C,,0.0,,,
Cc1ccc(cc1)c2cc(nc(n2)SCC(=O)N3CC[NH+](CC3)C)C(F)(F)F,,,,0.0,
Cc1ccc(cc1)c2cc(nc(n2)SCC(=O)Nc3ccccc3C(F)(F)F)C(F)(F)F,,,,0.0,
Cc1ccc(cc1)c2cc(nc(n2)S[C@H](C)C(=O)Nc3cccc(c3)C(=O)C)C(F)(F)F,,,,0.0,
Cc1ccc(cc1)c2cc(nc3c2cccc3)[C@H]4C(=c5cc(ccc5=[NH+]C4=O)Cl)c6ccccc6,,,,0.0,
Cc1ccc(cc1)c2cc(nn2C)C=O,,,,0.0,
Cc1ccc(cc1)c2cc(nn2c3cccc(c3C)Cl)CC[NH3+],,0.0,,,
Cc1ccc(cc1)c2cc(no2)C(=O)NC[C@H](c3ccc(cc3)C)[NH+]4CCCCC4,,,,0.0,
Cc1ccc(cc1)c2cc(no2)C(=O)NC[C@H](c3ccc(cc3)C)[NH+]4CCCCCC4,,,,0.0,
Cc1ccc(cc1)c2cc(sc2)[C@H]3C(=[NH2+])NC(=C(C34CCCCC4)C#N)S,,,,0.0,
Cc1ccc(cc1)c2cc3c(c(n2)C(=O)N4CCC(CC4)C(=O)N)nc(n3[C@H]5CCS(=O)(=O)C5)C,,,0.0,,
Cc1ccc(cc1)c2cc3ccccc3[nH+]c2N4C[C@@H](O[C@@H](C4)C)C,,,,0.0,
Cc1ccc(cc1)c2cc3nc(cc(n3n2)NCC(C)(C)C[NH+](C)C)c4ccccc4,,,,0.0,
Cc1ccc(cc1)c2ccc(=O)n(n2)CC(=O)N[C@H]3CCC[C@H]([C@@H]3C)C,,,,0.0,
Cc1ccc(cc1)c2ccc(=O)n(n2)CCC(=O)N[C@H]3CCC[C@@H]([C@@H]3C)C,,,,0.0,
Cc1ccc(cc1)c2ccc(=O)n(n2)[C@@H](C)C(=O)Nc3ccc(cc3)F,,,,0.0,
Cc1ccc(cc1)c2ccc(=O)n(n2)[C@@H](C)C(=O)Nc3ccc(cc3F)Br,,,,0.0,
Cc1ccc(cc1)c2ccc(cc2)OCC(=O)Nc3c(c4c(s3)C[C@@H](CC4)C)C(=O)N,0.0,,,,
Cc1ccc(cc1)c2ccc(nn2)N3CCN(CC3)C(=O)CN(C[C@@H]4CCCO4)C(=O)CC(C)C,,,,0.0,
Cc1ccc(cc1)c2ccc(nn2)SCc3ccc(o3)C(=O)N4CC[NH2+][C@@H](C4)C,,,,0.0,
Cc1ccc(cc1)c2ccc(nn2)n3c(c(c(n3)C)S(=O)(=O)N4CC[NH+](CC4)C5CCCCC5)C,0.0,,,,
Cc1ccc(cc1)c2ccc(o2)/C=C(\C#N)/C(=O)N,,,0.0,,
Cc1ccc(cc1)c2ccnc(n2)N3CCC(CC3)C(=O)Nc4cccc(c4)C[NH+]5CCCC5,0.0,,,,
Cc1ccc(cc1)c2ccsc2C(=O)NNC(=O)C3=N[C@@H](C(=C3C)C(=O)C)C,,,,0.0,
Cc1ccc(cc1)c2ccsc2C(=O)NNC(=O)C[C@@](c3ccc(o3)C)(C(F)(F)F)O,0.0,,,,
Cc1ccc(cc1)c2ccsc2C(=O)NNS(=O)(=O)c3ccc(c(c3)[N+](=O)[O-])OC,,,0.0,,
Cc1ccc(cc1)c2ccsc2C(=O)Nc3cccc(c3)C(=O)C,,,,0.0,
Cc1ccc(cc1)c2ccsc2C(=O)Nc3cccc(c3)S(=O)(=O)/N=C\4/CCCN4,,,,0.0,
Cc1ccc(cc1)c2ccsc2C(=O)O[C@@H](C)C(=O)N[C@@H]3C4=NC=NC4=NC=N3,,,0.0,,
Cc1ccc(cc1)c2cn(/c(=N/C(=O)CN(CC[NH+](C)C)C(=O)CC(C)C)/[nH]2)c3ccc(cc3)C,,,,0.0,
Cc1ccc(cc1)c2cn(/c(=N/C(=O)CN(CC[NH+](C)C)C(=O)c3ccc(cc3)Cl)/[nH]2)c4ccc(cc4)C,,,,0.0,
Cc1ccc(cc1)c2cn(/c(=N/C(=O)CN(CC[NH+](C)C)C(=O)c3ccccc3C)/[nH]2)c4ccc(cc4)C,,,,0.0,
Cc1ccc(cc1)c2cn(/c(=N/C(=O)CN(CC[NH+](C)C)C(=O)c3ccccc3Cl)/[nH]2)c4ccc(cc4)C,,,,0.0,
Cc1ccc(cc1)c2cn(c(n2)NC(=O)CN(CC[NH+](C)C)C(=O)Cc3ccccc3)c4ccc(cc4)C,,0.0,,,
Cc1ccc(cc1)c2cn(c(n2)NC(=O)CN(CC[NH+](C)C)C(=O)c3ccc(cc3)OC)c4ccc(cc4)C,,0.0,,,
Cc1ccc(cc1)c2cn(c3[n+]2CCC3)CC(=O)Nc4cccc(c4)Cl,,,,0.0,
Cc1ccc(cc1)c2cn3c(csc3n2)c4ccc(cc4)CC[NH3+],,0.0,,,
